QUOTE,AUTHOR,CAT
Never deprive someone of hope; it might be all they have.,"H. Jackson Brown, Jr.",Hope
Courage is like love; it must have hope for nourishment.,Napoleon Bonaparte,Hope
Everything that is done in the world is done by hope.,Martin Luther,Hope
Hope is tomorrow's veneer over today's disappointment.,Evan Esar,Hope
Tomorrow hopes we have learned something from yesterday.,John Wayne,Hope
True love doesn't come to you it has to be inside you.,Julia Roberts,Love
"A woman has two smiles that an angel might envy, the smile that accepts a lover before words are uttered, and the smile that lights on the first born babe, and assures it of a mother's love.",Thomas Chandler Haliburton,Love
That we must love one God only is a thing so evident that it does not require miracles to prove it.,Blaise Pascal,Love
I love my son and am proud of my son.,Robert H. Schuller,Love
"True humor springs not more from the head than from the heart. It is not contempt; its essence is love. It issues not in laughter, but in still smiles, which lie far deeper.",Thomas Carlyle,Love
"Man's love is of man's life a part; it is a woman's whole existence. In her first passion, a woman loves her lover, in all the others all she loves is love.",Lord Byron,Love
"A religious man is a person who holds God and man in one thought at one time, at all times, who suffers harm done to others, whose greatest passion is compassion, whose greatest strength is love and defiance of despair.",Abraham Joshua Heschel,Love
"If we judge love by most of its effects, it resembles rather hatred than affection.",Francois de La Rochefoucauld,Love
"Everybody's journey is individual. If you fall in love with a boy, you fall in love with a boy. The fact that many Americans consider it a disease says more about them than it does about homosexuality.",James A. Baldwin,Love
"Do what you love; you'll be better at it. It sounds pretty simple, but you'd be surprised how many people don't get this one right away.",LL Cool J,Love
"The best portion of a good man's life is his little, nameless, unremembered acts of kindness and of love.",William Wordsworth,Love
"Love has its place, as does hate. Peace has its place, as does war. Mercy has its place, as do cruelty and revenge.",Meir Kahane,Love
From your parents you learn love and laughter and how to put one foot before the other. But when books are opened you discover that you have wings.,Helen Hayes,Love
I can't imagine anything more worthwhile than doing what I most love. And they pay me for it.,Edgar Winter,Love
"I love my family and I miss them very much but I'm a new person now. I know a lot of people will not agree with what I've done, but it was right for me.",LaToya Jackson,Love
A lot of women don't know how to love because there's deep reasons for them not knowing how to love. And what I mean by deep reasons is deep and dark reasons.,Lil Wayne,Love
"The first time you marry for love, the second for money, and the third for companionship.",Jackie Kennedy,Love
"The answer to all writing, to any career for that matter, is love.",Ray Bradbury,Love
"If you love it enough, anything will talk with you.",George Washington Carver,Love
"I have felt cats rubbing their faces against mine and touching my cheek with claws carefully sheathed. These things, to me, are expressions of love.",James Herriot,Love
"When a man must force himself to be faithful in his love, this is hardly better than unfaithfulness.",Francois de La Rochefoucauld,Love
"Some white people hate black people, and some white people love black people, some black people hate white people, and some black people love white people. So you see it's not an issue of black and white, it's an issue of Lovers and Haters.",Eden Ahbez,Love
"The word love has by no means the same sense for both sexes, and this is one cause of the serious misunderstandings that divide them.",Simone de Beauvoir,Love
"I love Wagner, but the music I prefer is that of a cat hung up by its tail outside a window and trying to stick to the panes of glass with its claws.",Charles Baudelaire,Love
"If love does not know how to give and take without restrictions, it is not love, but a transaction that never fails to lay stress on a plus and a minus.",Emma Goldman,Love
"It is not length of life, but depth of life.",Ralph Waldo Emerson,Life
"Life is 10 percent what you make it, and 90 percent how you take it.",Irving Berlin,Life
The true secret of happiness lies in taking a genuine interest in all the details of daily life.,William Morris,Life
"Don't go through life, grow through life.",Eric Butterworth,Life
Life loves the liver of it.,Maya Angelou,Life
"Here is the test to find whether your mission on Earth is finished: if you're alive, it isn't.",Richard Bach,Life
My life is my message.,Mahatma Gandhi,Life
"Once you say you're going to settle for second, that's what happens to you in life.",John F. Kennedy,Life
Don't let life discourage you; everyone who got where he is had to begin where he was.,Richard L. Evans,Life
A person will sometimes devote all his life to the development of one part of his body - the wishbone.,Robert Frost,Life
"There are three constants in life... change, choice and principles.",Stephen Covey,Life
Life is far too important a thing ever to talk seriously about.,Oscar Wilde,Life
"Life is not a problem to be solved, but a reality to be experienced.",Soren Kierkegaard,Life
Beware the barrenness of a busy life.,Socrates,Life
"When life is too easy for us, we must beware or we may not be ready to meet the blows which sooner or later come to everyone, rich or poor.",Eleanor Roosevelt,Life
"If life were predictable it would cease to be life, and be without flavor.",Eleanor Roosevelt,Life
I love those who yearn for the impossible.,Johann Wolfgang von Goethe,Life
I don't believe people are looking for the meaning of life as much as they are looking for the experience of being alive.,Joseph Campbell,Life
It's all about quality of life and finding a happy balance between work and friends and family.,Philip Green,Life
"Every creature is better alive than dead, men and moose and pine trees, and he who understands it aright will rather preserve its life than destroy it.",Henry David Thoreau,Life
Life consists not in holding good cards but in playing those you hold well.,Josh Billings,Life
"Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.",Marie Curie,Life
The courage of life is often a less dramatic spectacle than the courage of a final moment; but it is no less a magnificent mixture of triumph and tragedy.,John F. Kennedy,Life
Our life is what our thoughts make it.,Marcus Aurelius,Life
The shoe that fits one person pinches another; there is no recipe for living that suits all cases.,Carl Jung,Life
A witty woman is a treasure; a witty beauty is a power.,George Meredith,Beauty
"Since love grows within you, so beauty grows. For love is the beauty of the soul.",Saint Augustine,Beauty
Beauty has a lot to do with character.,Kevyn Aucoin,Beauty
For me the greatest beauty always lies in the greatest clarity.,Gotthold Ephraim Lessing,Beauty
"There is no definition of beauty, but when you can see someone's spirit coming through, something unexplainable, that's beautiful to me.",Liv Tyler,Beauty
"Beauty is worse than wine, it intoxicates both the holder and beholder.",Aldous Huxley,Beauty
